p1                        p2     rg      se       z       p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
ldl_glgc_2013.txt.sumstats.gz  asd_robinson_2015.txt.sumstats.gz -0.0029  0.0413 -0.0708  0.9435  0.1481      0.019   0.971     0.0077   -0.0029       0.0047
ldl_glgc_2013.txt.sumstats.gz  baso_cam_2016.txt.sumstats.gz  0.0061  0.0362  0.1669  0.8674  0.0692     0.0094  0.9947     0.0191   -0.0039        0.006
ldl_glgc_2013.txt.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz -0.0234  0.0283 -0.8274  0.408  0.1531     0.0185  0.9522     0.0228    0.0035       0.0057
ldl_glgc_2013.txt.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz  0.0067  0.0381  0.1767  0.8597  0.0534      0.009  1.0004     0.0201   -0.0049       0.0059
ldl_glgc_2013.txt.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz  0.0245  0.0398  0.6145  0.5389  0.0556     0.0082  0.9954      0.018   -0.0059       0.0061
ldl_glgc_2013.txt.sumstats.gz  bip_pgc_2014.txt.sumstats.gz  0.0139  0.0409  0.3403  0.7336  0.3642     0.0315  1.0249     0.0079    -0.009        0.005
ldl_glgc_2013.txt.sumstats.gz  bmi_giant_2015.txt.sumstats.gz  0.0202  0.0275  0.7339  0.463  0.1382     0.0078  0.6461     0.0098    0.0428       0.0059
ldl_glgc_2013.txt.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz  0.2129  0.0439  4.852  1.2222e-06  0.0667      0.005  0.8839     0.0087    0.0217       0.0106
ldl_glgc_2013.txt.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz -0.0644  0.035 -1.8413  0.0656   0.363     0.0457  1.0252     0.0135    0.0094       0.0052
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz  0.0422  0.0515  0.8206  0.4119  0.0225     0.0041  1.0014     0.0083    0.0002       0.0055
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz  0.018  0.0378  0.4749  0.6348  0.0571     0.0061  1.0022     0.0103     0.001        0.006
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz  0.0121  0.0414  0.293  0.7695  0.0257     0.0046  0.9951     0.0089   -0.0007       0.0049
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz  0.1281  0.0454  2.8233  0.0048  0.0303     0.0036  0.9996     0.0076    0.0098       0.0054
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.0211  0.046 -0.4576  0.6473  0.0244     0.0034  1.0046     0.0073    0.0049       0.0046
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0677  0.0992 -0.6826  0.4948  0.0156     0.0089   1.004     0.0069    0.0037       0.0049
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz  0.0811  0.0518  1.5663  0.1173  0.0505     0.0047  1.0448     0.0094    0.0051       0.0065
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz  0.6724  0.0487  13.8119  2.1615e-43  0.0685     0.0079  1.0291     0.0157    0.0111       0.0218
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz  0.0684  0.0726  0.9417  0.3464  0.0096     0.0032  1.0015     0.0067    0.0008       0.0053
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz  0.0201  0.0563  0.3563  0.7216  0.0172     0.0037  1.0105     0.0069   -0.0019        0.005
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz  0.038  0.0265  1.4317  0.1522  0.1229     0.0063  1.0151     0.0109    0.0084       0.0054
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz  0.0314  0.0673  0.4662  0.6411    0.01     0.0028  0.9926     0.0069 -3.1296e-05       0.0049
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz  0.1539  0.0952  1.6175  0.1058  0.0053     0.0027  1.0024     0.0064    0.0036       0.0051
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz -0.0088  0.0711 -0.1238  0.9014  0.0107      0.003  0.9999      0.007   -0.0083       0.0051
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz -0.0603  0.0845 -0.7138  0.4753  0.0121     0.0078  1.0098     0.0117    0.0072       0.0059
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz  0.0192  0.0451  0.4269  0.6694  0.0321     0.0037  1.0206     0.0077    0.0022       0.0053
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz  0.1153  0.0443  2.6011  0.0093  0.0245     0.0036  1.0098     0.0076   -0.0111       0.0047
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz  0.1749  0.0995  1.7581  0.0787  0.0076     0.0029  0.9963     0.0066   -0.0057       0.0053
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz  0.0432  0.055  0.785  0.4325  0.0176      0.003  1.0041     0.0071   -0.0083       0.0055
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz  0.2747  0.0923  2.9743  0.0029  0.0068     0.0028  1.0155     0.0063   -0.0057       0.0052
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.009  0.0982 -0.0916  0.927  0.0055     0.0031  0.9985     0.0066   -0.0016       0.0048
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz  0.2305  0.0325  7.0855  1.3853e-12  0.0808     0.0047  1.0315     0.0093    0.0021       0.0071
ldl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.0013  0.0557  0.0226  0.982  0.0154     0.0033  1.0169      0.008   -0.0102       0.0048
ldl_glgc_2013.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz  0.0113  0.0337  0.3338  0.7385  0.1332     0.0083  1.0147     0.0093   -0.0065       0.0065
ldl_glgc_2013.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz -0.0101  0.0401 -0.2528  0.8004  0.0492      0.004  0.9976     0.0076    0.0075       0.0053
ldl_glgc_2013.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz -0.0934  0.0268 -3.4875  0.0005  0.1103      0.004  0.9402     0.0109   -0.0058       0.0066
ldl_glgc_2013.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz  0.1021  0.3637  0.2809  0.7788  0.4063     0.0642  12.7719     0.3912   -0.2312       0.4699
ldl_glgc_2013.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz -0.0389  0.0337 -1.1543  0.2484  0.1718     0.0226  0.9528     0.0293    0.0123       0.0079
ldl_glgc_2013.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz -0.0433  0.0333 -1.3011  0.1932  0.1818     0.0239  0.9453     0.0308    0.0161       0.0082
ldl_glgc_2013.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz -0.0455  0.0302 -1.5068  0.1319  0.1757     0.0219  0.9445     0.0292    0.0155       0.0077
ldl_glgc_2013.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz -0.0369  0.0301 -1.2233  0.2212  0.1694     0.0207  0.9441     0.0276    0.0141       0.0071
ldl_glgc_2013.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz -0.026  0.0293 -0.8854  0.3759  0.1535     0.0183  0.9549     0.0225    0.0045        0.006
ldl_glgc_2013.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz -0.0394  0.0352 -1.1201  0.2627  0.1505     0.0172  1.0082     0.0288    0.0069       0.0074
ldl_glgc_2013.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz  0.011  0.0411  0.2667  0.7897  0.1261     0.0129  1.0112     0.0276    0.0022       0.0078
ldl_glgc_2013.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz -0.0733  0.0568 -1.2908  0.1968  0.2367     0.0361  0.8105     0.0268   -0.0906       0.0141
ldl_glgc_2013.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.0782  0.0214 -3.6453  0.0003   0.339     0.0175  1.2353      0.033   -0.0349        0.007
ldl_glgc_2013.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz -0.0093  0.0421 -0.2196  0.8262  0.1254     0.0123  1.0077     0.0272    0.0046       0.0076
ldl_glgc_2013.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz  0.0437  0.0364  1.1998  0.2302  0.1546     0.0185  1.0306     0.0487    0.0131       0.0112
ldl_glgc_2013.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz  0.0392  0.0349  1.123  0.2615  0.1546      0.018  1.0286     0.0486    0.0139       0.0116
ldl_glgc_2013.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz -0.1313  0.0403 -3.2546  0.0011  0.2413     0.0277  1.0248     0.0085     0.005       0.0055
ldl_glgc_2013.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
ldl_glgc_2013.txt.sumstats.gz  input.sumstats.gz  0.0486  0.0469  1.0354  0.3005  0.0744     0.0178  1.0256     0.0113   -0.0053       0.0054
ldl_glgc_2013.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.0342  0.023 -1.4843  0.1377  0.3031     0.0129   1.044     0.0127   -0.0004       0.0063
ldl_glgc_2013.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.0482  0.033 -1.4602  0.1442   0.196     0.0109  1.0127     0.0086    0.0028       0.0054
ldl_glgc_2013.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz  0.0708  0.0344  2.057  0.0397  0.1077     0.0141  1.0351     0.0454    0.0062       0.0104
ldl_glgc_2013.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz  0.9977  0.001  1036.2642  0.0  0.2009     0.0487  0.8851     0.0576    0.8855       0.0577
ldl_glgc_2013.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz  0.0485  0.0352  1.3795  0.1677  0.1791     0.0146   0.963     0.0224   -0.0057        0.007
ldl_glgc_2013.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz  0.066  0.0324  2.0364  0.0417  0.1424     0.0112  0.9603      0.016   -0.0083       0.0063
ldl_glgc_2013.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz -0.036  0.0253 -1.4205  0.1555  0.2126     0.0247  0.9853     0.0416    0.0085       0.0078
ldl_glgc_2013.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz -0.071  0.0409 -1.7358  0.0826  0.0855     0.0094  0.9825      0.018    0.0073       0.0075
ldl_glgc_2013.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz -0.0182  0.0248 -0.7344  0.4627   0.227     0.0242  0.9861     0.0389    0.0061       0.0069
ldl_glgc_2013.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz -0.05  0.0544 -0.9186  0.3583  0.1548     0.0279  1.0119     0.0071   -0.0003       0.0049
ldl_glgc_2013.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz  0.0077  0.0329  0.2351  0.8141  0.1793     0.0211   1.047     0.0351   -0.0019       0.0077
ldl_glgc_2013.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz  0.016  0.0334  0.478  0.6327  0.1632       0.02  1.0266     0.0339   -0.0057       0.0073
ldl_glgc_2013.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.024  0.0265  0.9085  0.3636  0.2538     0.0384  1.0005     0.0538   -0.0113       0.0064
ldl_glgc_2013.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz -0.0239  0.029 -0.8241  0.4099  0.1567     0.0178  0.9594     0.0225    0.0045        0.006
ldl_glgc_2013.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz  0.0092  0.0318  0.2882  0.7732  0.0906     0.0082  0.9846     0.0133   -0.0035       0.0061
ldl_glgc_2013.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz -0.0222  0.0284 -0.7812  0.4347  0.1526     0.0183  0.9528     0.0225    0.0034       0.0058
ldl_glgc_2013.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz -0.024  0.0293 -0.8196  0.4124  0.1529     0.0181  0.9554     0.0224    0.0042       0.0061
ldl_glgc_2013.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz -0.0534  0.0335 -1.596  0.1105  0.1368     0.0117  0.9489     0.0174    0.0048       0.0061
ldl_glgc_2013.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz  0.0294  0.0298  0.9865  0.3239  0.1585     0.0188  0.9428     0.0249   -0.0099       0.0067
ldl_glgc_2013.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz  0.0559  0.0393  1.4219  0.1551  0.1947     0.0175  1.0138     0.0326   -0.0005       0.0095
ldl_glgc_2013.txt.sumstats.gz  pdw_cam_2016.txt.sumstats.gz  0.0419  0.034  1.2326  0.2177  0.1617     0.0202  0.9838     0.0354   -0.0078       0.0071
ldl_glgc_2013.txt.sumstats.gz  plt_cam_2016.txt.sumstats.gz  0.0293  0.0376  0.7786  0.4362  0.2195     0.0181  0.9956     0.0325    0.0064       0.0088
ldl_glgc_2013.txt.sumstats.gz  ra_okada_2014.txt.sumstats.gz -0.0031  0.0399 -0.079  0.937  0.1074     0.0183  0.9479     0.0123   -0.0016       0.0055
ldl_glgc_2013.txt.sumstats.gz  rbc_cam_2016.txt.sumstats.gz  0.0216  0.0337  0.639  0.5228  0.1833     0.0179  0.9919     0.0274   -0.0025       0.0084
ldl_glgc_2013.txt.sumstats.gz  rdw_cam_2016.txt.sumstats.gz  0.1023  0.0479  2.1351  0.0328  0.1853     0.0231  0.9474     0.0295    -0.019       0.0142
ldl_glgc_2013.txt.sumstats.gz  ret_cam_2016.txt.sumstats.gz  0.0179  0.0377  0.4757  0.6343   0.161     0.0198  1.0173     0.0464    0.0154       0.0097
ldl_glgc_2013.txt.sumstats.gz  ret_p_cam_2016.txt.sumstats.gz  0.0142  0.0359  0.396  0.6921  0.1605     0.0193  1.0114      0.046    0.0158         0.01
ldl_glgc_2013.txt.sumstats.gz  sbp_ukb_v1_2016.txt.sumstats.gz -0.0042  0.029 -0.1462  0.8838  0.1238      0.008  1.0174     0.0087  5.5647e-05       0.0048
ldl_glgc_2013.txt.sumstats.gz  scz_pgc_2014.txt.sumstats.gz -0.011  0.0224 -0.4929  0.6221  0.2381     0.0093  1.0485     0.0118   -0.0018       0.0057
ldl_glgc_2013.txt.sumstats.gz  t2d_diagram_2017.txt.sumstats.gz  0.0796  0.0369  2.156  0.0311  0.0774     0.0062  0.9993     0.0117    0.0024       0.0062
ldl_glgc_2013.txt.sumstats.gz  tg_glgc_2013.txt.sumstats.gz  0.361  0.0551  6.5461  5.9076e-11  0.2715     0.0573  0.7539     0.0338    0.1653        0.011
ldl_glgc_2013.txt.sumstats.gz  uc_iibdgc_2015.txt.sumstats.gz -0.0721  0.0397 -1.8155  0.0694  0.2364     0.0314  1.0524     0.0107    0.0107       0.0061
ldl_glgc_2013.txt.sumstats.gz  ukbEUR_IPAQG_cojo.txt.sumstats.gz -0.069  0.0323 -2.1329  0.0329  0.0371     0.0019  1.0134     0.0085    0.0084       0.0073
ldl_glgc_2013.txt.sumstats.gz  ukbEUR_SI_cojo.txt.sumstats.gz -0.0091  0.0239 -0.381  0.7032  0.0991     0.0038  1.0328     0.0136    0.0041       0.0071
ldl_glgc_2013.txt.sumstats.gz  wbc_cam_2016.txt.sumstats.gz  0.0003  0.0307  0.0084  0.9933  0.1717     0.0168  0.9616     0.0227    0.0016       0.0064
ldl_glgc_2013.txt.sumstats.gz  well_being_ssgac_2016.txt.sumstats.gz -0.0379  0.0474 -0.7989  0.4243  0.0356      0.003  1.0043     0.0076    0.0024       0.0058
ldl_glgc_2013.txt.sumstats.gz  well_being_ssgac_2016_pruned.txt.sumstats.gz -0.0902  0.2007 -0.4494  0.6531  0.1771     0.0182  7.2737     0.0694    0.0289       0.1071
ldl_glgc_2013.txt.sumstats.gz  whr_giant_2015.txt.sumstats.gz  0.1027  0.0345  2.9744  0.0029  0.1018     0.0065  0.8291     0.0086    0.0401       0.0055
ldl_glgc_2013.txt.sumstats.gz  whradjbmi_giant_2015.txt.sumstats.gz  0.1186  0.0323  3.6751  0.0002  0.0919     0.0076  0.8548     0.0095    0.0215       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  AD_meta2.smy.sumstats.gz -0.1101  0.068 -1.6194  0.1054  0.0074     0.0037  1.0676     0.0449   -0.0053        0.005
sbp_ukb_v1_2016.txt.sumstats.gz  GWAS_tanning_UKBB.ma.sumstats.gz  0.0118  0.0221  0.5354  0.5924  0.1549     0.0702  1.0035     0.0509    -0.017       0.0042
sbp_ukb_v1_2016.txt.sumstats.gz  MEGASTROKE.1.AS.TRANS.out.sumstats.gz  0.3952  0.0505  7.8269  4.9993e-15   0.013     0.0012  1.0405     0.0069     0.003       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  META_ANALYSIS_10K23_beta_se_correctGC1_pdgene_sharing_280317.ma.sumstats.gz -0.1569  0.0556 -2.8236  0.0047  0.0398     0.0062  0.9859     0.0076    0.0038       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  alzheimers_igap_2013.txt.sumstats.gz -0.0517  0.0789 -0.6551  0.5124  0.0441     0.0174    1.06     0.0228    0.0038       0.0054
sbp_ukb_v1_2016.txt.sumstats.gz  amd_csg_2016.txt.sumstats.gz -0.0796  0.0357 -2.2325  0.0256  0.3789     0.1608  0.9224     0.0367    0.0029       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  asd_robinson_2015.txt.sumstats.gz -0.1632  0.0555 -2.939  0.0033  0.1563     0.0179  0.9663     0.0066    0.0087       0.0047
sbp_ukb_v1_2016.txt.sumstats.gz  baso_cam_2016.txt.sumstats.gz  0.0649  0.042  1.5433  0.1228  0.0703     0.0096  1.0003     0.0175    0.0122       0.0053
sbp_ukb_v1_2016.txt.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz  0.0978  0.0291  3.3603  0.0008  0.1585     0.0189  0.9576     0.0211    0.0372        0.005
sbp_ukb_v1_2016.txt.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz  0.0082  0.0433  0.1893  0.8499  0.0544     0.0093  1.0048     0.0183   -0.0008       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz -0.0137  0.0414 -0.3299  0.7414  0.0565     0.0086  0.9998     0.0163   -0.0041       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  bip_pgc_2014.txt.sumstats.gz -0.0034  0.0487 -0.0693  0.9448   0.378      0.033  1.0227     0.0079   -0.0074       0.0055
sbp_ukb_v1_2016.txt.sumstats.gz  bmi_giant_2015.txt.sumstats.gz  0.1021  0.0294  3.4746  0.0005  0.1382     0.0076  0.6456     0.0094    0.0043       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz  0.3117  0.0389  8.0188  1.0681e-15  0.0675      0.005  0.8839     0.0079    0.0047       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz  0.0287  0.0408  0.7037  0.4816  0.3745     0.0434  1.0234     0.0117   -0.0005        0.005
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0191  0.0616 -0.311  0.7558  0.0218      0.004  1.0038     0.0071    -0.011        0.005
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz  0.0882  0.0415  2.1268  0.0334   0.056     0.0062  1.0064     0.0099    0.0017       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz -0.0023  0.0585 -0.0393  0.9687   0.025     0.0044   0.999     0.0083   -0.0095       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz  0.244  0.0502  4.864  1.1504e-06  0.0313     0.0034  0.9963     0.0069   -0.0299       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.1462  0.0616 -2.3744  0.0176   0.024     0.0032  1.0053     0.0065   -0.0232       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0913  0.1096 -0.8325  0.4051  0.0179     0.0088  1.0008     0.0062    0.0072       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz  0.2573  0.0423  6.0842  1.1710e-09  0.0516     0.0042  1.0418     0.0087    0.0053       0.0058
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz  0.2884  0.0397  7.2611  3.8404e-13  0.0696     0.0078  1.0275     0.0163    0.0187       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz -0.0066  0.0881 -0.0753  0.94  0.0094     0.0032   1.002     0.0062   -0.0071       0.0047
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz -0.1047  0.0639 -1.6387  0.1013  0.0173     0.0036  1.0091     0.0066   -0.0144        0.005
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz  0.7718  0.0261  29.5167  1.7587e-191  0.1231      0.006  1.0168     0.0092    0.2086       0.0073
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz -0.0428  0.0868 -0.4925  0.6224  0.0103     0.0027   0.992     0.0063   -0.0018       0.0049
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz  0.06  0.1357  0.4422  0.6583  0.0047     0.0026  1.0049     0.0063   -0.0023       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz  5.4450e-05  0.0899  0.0006  0.9995  0.0103     0.0028     1.0     0.0063   -0.0085        0.005
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz -0.0358  0.0762 -0.4698  0.6385  0.0132     0.0078  1.0071     0.0111    0.0015       0.0053
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz  0.0219  0.0483  0.4544  0.6496  0.0332     0.0035  1.0186     0.0069   -0.0032       0.0051
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz -0.1509  0.0671 -2.2493  0.0245  0.0248     0.0035  1.0088     0.0073   -0.0023       0.0054
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz  0.0377  0.1077  0.3503  0.7261  0.0065     0.0028  0.9997      0.006   -0.0019       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz -0.0155  0.0678 -0.2293  0.8186  0.0169     0.0029  1.0071     0.0062   -0.0094       0.0047
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz  0.1581  0.1158  1.3652  0.1722  0.0077     0.0027  1.0131     0.0061   -0.0009       0.0053
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.0372  0.1095 -0.3395  0.7343  0.0056      0.003  0.9979     0.0065    0.0023       0.0048
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz  0.3971  0.0353  11.2336  2.7897e-29  0.0807     0.0045  1.0316     0.0082    0.0539        0.006
sbp_ukb_v1_2016.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz -0.0849  0.0798 -1.0643  0.2872  0.0159     0.0032  1.0154     0.0078   -0.0022       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz  0.6427  0.0247  26.051  1.3116e-149  0.1341     0.0081   1.015     0.0087    0.6946       0.0066
sbp_ukb_v1_2016.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz  0.0266  0.0422  0.6305  0.5284  0.0469     0.0037  1.0013     0.0071   -0.0339       0.0052
sbp_ukb_v1_2016.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz -0.1896  0.0248 -7.6361  2.2397e-14  0.1131     0.0041  0.9274     0.0102   -0.0317       0.0056
sbp_ukb_v1_2016.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz  0.9831  0.9482  1.0368  0.2998   0.465     0.0535  12.4782     0.2795   -1.7301        0.326
sbp_ukb_v1_2016.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz  0.0277  0.03  0.9213  0.3569  0.1723     0.0191  0.9629     0.0239   -0.0236       0.0058
sbp_ukb_v1_2016.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz  0.0224  0.0291  0.7708  0.4408  0.1812     0.0201  0.9578     0.0253   -0.0284       0.0057
sbp_ukb_v1_2016.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz -0.0078  0.0283 -0.2747  0.7836  0.1756     0.0187  0.9561     0.0242    -0.041       0.0056
